7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
7.614952726427651E-15 2.3967975705978606E-15 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
3.7913088121769666E-14 3.9219943599531965E-16 
2.204261443355691E-14 1.1271753139403756E-15 
7.614952726427651E-15 2.3967975705978606E-15 
